image_path,xmin,ymin,xmax,ymax,label
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/D201803347_2019-05-21 19_31_10-lv0-34945-46364-2008-2084.jpeg,745,662,809,712,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/D201803347_2019-05-21 19_31_10-lv0-34945-46364-2008-2084.jpeg,962,217,1025,265,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/D201803347_2019-05-21 19_31_10-lv0-34945-46364-2008-2084.jpeg,947,181,1000,236,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/D201803347_2019-05-21 19_31_10-lv0-34945-46364-2008-2084.jpeg,764,52,819,105,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/D201803347_2019-05-21 19_31_10-lv0-34945-46364-2008-2084.jpeg,618,399,668,452,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/D201803347_2019-05-21 19_31_10-lv0-34945-46364-2008-2084.jpeg,1744,294,1796,344,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/D201803347_2019-05-21 19_31_10-lv0-34945-46364-2008-2084.jpeg,1352,160,1413,207,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/D201803347_2019-05-21 19_31_10-lv0-34945-46364-2008-2084.jpeg,734,92,793,144,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,173,255,233,309,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,321,221,382,275,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,389,225,447,279,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,359,473,413,529,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,577,645,656,720,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,630,221,685,284,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,674,275,723,325,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,703,234,742,282,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,750,271,784,331,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,783,265,834,332,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,854,263,948,328,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,937,213,985,251,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,999,322,1086,400,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,839,355,925,396,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1187,266,1256,327,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1519,261,1604,325,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1359,292,1425,363,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1269,290,1317,340,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1841,285,1937,341,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1765,313,1872,370,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1791,359,1863,425,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1890,389,1946,455,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1701,404,1749,455,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1942,381,2007,460,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1685,342,1749,401,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1548,388,1619,440,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1744,375,1799,433,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1774,419,1854,457,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1821,442,1876,493,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1895,529,1941,580,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1939,477,2005,586,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1842,571,1906,647,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1587,470,1642,528,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1551,515,1653,569,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1709,438,1776,500,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1678,633,1747,683,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1509,639,1576,705,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1424,483,1495,552,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1473,539,1548,606,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1469,639,1521,707,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1286,455,1376,520,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1210,559,1288,612,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1168,491,1228,527,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1154,723,1202,759,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1331,653,1379,689,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1256,679,1328,721,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1289,547,1352,587,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1388,542,1430,588,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1328,814,1399,865,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1626,653,1678,708,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1783,588,1846,627,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1720,661,1844,759,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1687,714,1744,773,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1861,719,1901,780,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1896,731,1980,801,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1955,611,2022,675,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1811,891,1865,949,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1838,995,1936,1044,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1706,793,1796,857,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1764,755,1844,827,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1772,967,1848,1015,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1818,1071,1884,1156,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1766,1073,1830,1171,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1870,1087,1934,1153,ring_cell_cancer
/Users/renatoboemer/signet-ring-cv/data/sig-train-pos/2018_68000_1-8_2019-02-26 02_28_01-lv0-83426-40817-2032-2033.jpeg,1420,946,1503,998,ring_cell_cancer
